ano,bimestre,cod_ibge,uf,valor_bi
2022,3,41,PR,4.703156
2022,4,41,PR,4.896747
2022,5,41,PR,4.903734
2022,6,41,PR,5.215064
2023,1,41,PR,5.010985
2023,2,41,PR,5.027964
2023,3,41,PR,5.180621
2023,4,41,PR,5.503233
2023,5,41,PR,5.77665
2023,6,41,PR,6.274467
2024,1,41,PR,5.489127
2024,2,41,PR,5.476384
2024,3,41,PR,5.572064
2024,4,41,PR,5.629241
2024,5,41,PR,5.826144
2024,6,41,PR,8.696827
2015,1,33,RJ,3.125149
2015,2,33,RJ,3.235983
2015,3,33,RJ,3.21228
2015,4,33,RJ,3.24961
2015,5,33,RJ,3.025295
2015,6,33,RJ,3.298229
2016,1,33,RJ,3.099789
2016,2,33,RJ,3.035724
2016,3,33,RJ,3.133032
2016,4,33,RJ,3.286687
2016,5,33,RJ,3.061959
2016,6,33,RJ,4.338668
2017,1,33,RJ,6.67129
2017,2,33,RJ,5.777261
2017,3,33,RJ,5.829124
2017,4,33,RJ,5.607131
2017,5,33,RJ,5.58917
2017,6,33,RJ,9.247861
2018,1,33,RJ,5.792597
2018,2,33,RJ,6.550795
2018,3,33,RJ,6.026768
2018,4,33,RJ,6.043554
2018,5,33,RJ,6.104708
2018,6,33,RJ,10.020839
2019,1,33,RJ,6.110089
2019,2,33,RJ,6.083579
2019,3,33,RJ,6.241043
2019,4,33,RJ,6.519384
2019,5,33,RJ,6.734796
2019,6,33,RJ,9.360398
2020,1,33,RJ,6.929516
2020,2,33,RJ,5.621946
2020,3,33,RJ,6.615177
2020,4,33,RJ,6.459596
2020,5,33,RJ,6.548309
2020,6,33,RJ,8.811381
2021,1,33,RJ,6.308058
2021,2,33,RJ,6.307557
2021,3,33,RJ,7.76048
2021,4,33,RJ,6.539629
2021,5,33,RJ,6.841812
2021,6,33,RJ,10.110051
2022,1,33,RJ,7.634523
2022,2,33,RJ,7.677005
2022,3,33,RJ,9.534899
2022,4,33,RJ,8.504166
2022,5,33,RJ,8.641874
2022,6,33,RJ,10.736457
2023,1,33,RJ,8.414014
2023,2,33,RJ,8.583102
2023,3,33,RJ,10.289043
2023,4,33,RJ,9.277645
2023,5,33,RJ,9.230595
2023,6,33,RJ,11.506749
2024,1,33,RJ,9.029259
2024,2,33,RJ,9.249512
2024,3,33,RJ,10.899211
2024,4,33,RJ,10.439021
2024,5,33,RJ,9.427945
2024,6,33,RJ,11.821573
2015,1,24,RN,0.829931
2015,2,24,RN,0.810248
2015,3,24,RN,1.183197
2015,4,24,RN,1.13201
2015,5,24,RN,0.953268
2016,1,24,RN,0.652595
2016,2,24,RN,1.066028
2016,3,24,RN,0.979914
2016,4,24,RN,1.075359
2016,5,24,RN,0.927609
2016,6,24,RN,1.811368
2017,1,24,RN,0.795496
2017,2,24,RN,1.422044
2017,3,24,RN,1.113338
2017,4,24,RN,1.321895
2017,5,24,RN,0.87261
2017,6,24,RN,1.30923
2018,1,24,RN,0.870134
2018,2,24,RN,0.954827
2018,3,24,RN,1.061304
2018,4,24,RN,1.075951
2018,5,24,RN,0.962669
2018,6,24,RN,1.183753
2019,1,24,RN,1.155044
2019,2,24,RN,1.149418
2019,3,24,RN,1.228153
2019,4,24,RN,1.235852
2019,5,24,RN,1.168732
2019,6,24,RN,1.90254
2020,1,24,RN,1.074978
2020,2,24,RN,1.234004
2020,3,24,RN,1.247157
2020,4,24,RN,1.369994
2020,5,24,RN,1.524931
2020,6,24,RN,2.045864
2021,1,24,RN,1.33203
2021,2,24,RN,1.474638
2021,3,24,RN,1.547533
2021,4,24,RN,1.492447
2021,5,24,RN,1.464069
2021,6,24,RN,2.190625
2022,1,24,RN,1.379136
2022,2,24,RN,1.607332
2022,3,24,RN,1.750762
2022,4,24,RN,1.630017
2022,5,24,RN,1.783025
2022,6,24,RN,2.728641
2023,1,24,RN,1.761838
2023,2,24,RN,1.873827
2023,3,24,RN,2.040679
2023,4,24,RN,1.968561
2023,5,24,RN,1.900548
2023,6,24,RN,2.988364
2024,1,24,RN,1.99401
2024,2,24,RN,2.052052
2024,3,24,RN,2.121964
2024,4,24,RN,2.146758
2024,5,24,RN,2.056265
2024,6,24,RN,2.700632
2015,1,11,RO,0.452045
2015,2,11,RO,0.467191
2015,3,11,RO,0.489379
2015,4,11,RO,0.567461
2015,5,11,RO,0.487369
2015,6,11,RO,0.645104
2016,1,11,RO,0.497752
2016,2,11,RO,0.587571
2016,3,11,RO,0.610158
2016,4,11,RO,0.673061
2016,5,11,RO,0.560079
2016,6,11,RO,0.789825
2017,1,11,RO,0.603327
2017,2,11,RO,0.56977
2017,3,11,RO,0.715558
2017,4,11,RO,0.595386
2017,5,11,RO,0.608255
2017,6,11,RO,0.891847
2018,1,11,RO,0.596817
2018,2,11,RO,0.609415
2018,3,11,RO,0.752832
2018,4,11,RO,0.638931
2018,5,11,RO,0.66248
2018,6,11,RO,0.903797
2019,1,11,RO,0.641858
2019,2,11,RO,0.64425
2019,3,11,RO,0.725702
2019,4,11,RO,0.780209
2019,5,11,RO,0.617302
2019,6,11,RO,0.979475
2020,1,11,RO,0.688772
2020,2,11,RO,0.661059
2020,3,11,RO,0.685303
2020,4,11,RO,0.819651
2020,5,11,RO,0.732116
2020,6,11,RO,0.982326
2021,1,11,RO,0.587547
2021,2,11,RO,0.783367
2021,3,11,RO,0.853256
2021,4,11,RO,0.79421
2021,5,11,RO,0.756997
2021,6,11,RO,1.297901
2022,1,11,RO,0.776661
2022,2,11,RO,0.965379
2022,3,11,RO,0.944295
2022,4,11,RO,1.11528
2022,5,11,RO,0.992847
2022,6,11,RO,1.430202
2023,1,11,RO,0.957973
2023,2,11,RO,0.953511
2023,3,11,RO,1.19301
2023,4,11,RO,1.138167
2023,5,11,RO,1.081188
2023,6,11,RO,1.462806
2024,1,11,RO,1.118896
2024,2,11,RO,1.113004
2024,3,11,RO,1.304589
2024,4,11,RO,1.34242
2024,5,11,RO,1.319531
2024,6,11,RO,1.800941
2015,1,14,RR,0.157643
2015,2,14,RR,0.293578
2015,3,14,RR,0.266543
2015,4,14,RR,0.220129
2015,5,14,RR,0.262074
2015,6,14,RR,0.325645
2016,1,14,RR,0.252477
2016,2,14,RR,0.208843
2016,3,14,RR,0.363852
2016,4,14,RR,0.146999
2016,5,14,RR,0.206146
2016,6,14,RR,0.408693
2017,1,14,RR,0.244661
2017,2,14,RR,0.264869
2017,3,14,RR,0.276834
2017,4,14,RR,0.258903
2017,5,14,RR,0.223672
2017,6,14,RR,0.600785
2018,1,14,RR,0.261892
2018,2,14,RR,0.307221
2018,3,14,RR,0.327195
2018,4,14,RR,0.301448
2018,5,14,RR,0.242595
2018,6,14,RR,0.390862
2019,2,14,RR,0.284946
2019,3,14,RR,0.327791
2019,4,14,RR,0.337095
2019,5,14,RR,0.290643
2019,6,14,RR,0.616691
2020,1,14,RR,0.321289
2020,2,14,RR,0.372581
2020,3,14,RR,0.326418
2020,4,14,RR,0.305104
2020,5,14,RR,0.437973
2020,6,14,RR,0.507491
2021,1,14,RR,0.295274
2021,2,14,RR,0.468894
2021,3,14,RR,0.505021
2021,4,14,RR,0.45625
2021,5,14,RR,0.373713
2021,6,14,RR,0.703086
2022,1,14,RR,0.411242
2022,2,14,RR,0.537601
2022,3,14,RR,0.581957
2022,4,14,RR,0.549005
2022,5,14,RR,0.638544
2022,6,14,RR,0.884699
2023,1,14,RR,0.535701
2023,2,14,RR,0.571895
2023,3,14,RR,0.727483
2023,4,14,RR,0.64498
2023,5,14,RR,0.62121
2023,6,14,RR,0.918543
2024,1,14,RR,0.640993
2024,2,14,RR,0.655141
2024,3,14,RR,0.786643
2024,4,14,RR,0.682887
2024,5,14,RR,0.695796
2024,6,14,RR,0.918758
2015,1,43,RS,3.77075
2015,2,43,RS,3.962587
2015,3,43,RS,3.737229
2015,4,43,RS,3.744828
2015,5,43,RS,3.761667
2015,6,43,RS,4.987669
2016,1,43,RS,4.118243
2016,2,43,RS,4.051439
2016,3,43,RS,4.192762
2016,4,43,RS,4.157472
2016,5,43,RS,4.199304
2016,6,43,RS,4.502746
2017,1,43,RS,4.441617
2017,2,43,RS,4.44281
2017,3,43,RS,4.560848
2017,4,43,RS,4.15506
2017,5,43,RS,4.630061
2017,6,43,RS,4.824324
2018,1,43,RS,4.470301
2018,2,43,RS,4.8169
2018,3,43,RS,4.575265
2018,4,43,RS,4.902646
2018,5,43,RS,4.798029
2018,6,43,RS,5.557041
2019,1,43,RS,5.018188
2019,2,43,RS,5.029874
2019,3,43,RS,5.11466
2019,4,43,RS,5.227123
2019,5,43,RS,5.063588
2019,6,43,RS,5.382381
2020,1,43,RS,4.893624
2020,2,43,RS,5.175419
2020,3,43,RS,4.855484
2020,4,43,RS,4.979955
2020,5,43,RS,4.940468
2020,6,43,RS,5.186109
2021,1,43,RS,4.774863
2021,2,43,RS,5.071679
2021,3,43,RS,4.9342
2021,4,43,RS,5.065336
2021,5,43,RS,5.163278
2021,6,43,RS,5.256262
2022,1,43,RS,5.143882
2022,2,43,RS,5.280595
2022,3,43,RS,5.632683
2022,4,43,RS,5.545851
2022,5,43,RS,5.401599
2022,6,43,RS,5.904618
2023,1,43,RS,5.754823
2023,2,43,RS,5.856581
2023,3,43,RS,6.022815
2023,4,43,RS,5.651724
2023,5,43,RS,6.14777
2023,6,43,RS,6.197982
2024,1,43,RS,5.818012
2024,2,43,RS,5.51455
2024,3,43,RS,6.416684
2024,4,43,RS,5.90014
2024,5,43,RS,5.647808
2024,6,43,RS,7.523321
2015,1,42,SC,1.955731
2015,2,42,SC,2.077194
2015,3,42,SC,2.077194
2015,4,42,SC,2.037852
2015,5,42,SC,2.073398
2015,6,42,SC,2.253573
2016,1,42,SC,2.121508
2016,2,42,SC,2.211426
2016,3,42,SC,2.218504
2016,4,42,SC,2.213825
2016,5,42,SC,2.251871
2016,6,42,SC,2.428125
2017,1,42,SC,2.230586
2017,2,42,SC,2.230586
2017,3,42,SC,2.230586
2017,4,42,SC,2.360233
2017,5,42,SC,2.382237
2017,6,42,SC,2.577171
2018,1,42,SC,2.343695
2018,2,42,SC,2.425498
2018,3,42,SC,2.433069
2018,4,42,SC,2.434696
2018,5,42,SC,2.480992
2018,6,42,SC,2.664798
2019,1,42,SC,2.419075
2019,2,42,SC,2.568427
2019,3,42,SC,2.511738
2019,4,42,SC,2.556345
2019,5,42,SC,2.56647
2019,6,42,SC,2.960606
2020,1,42,SC,2.511576
2020,2,42,SC,2.631518
2020,3,42,SC,2.530159
2020,4,42,SC,2.775123
2020,5,42,SC,2.736335
2020,6,42,SC,3.091913
2021,1,42,SC,2.750001
2021,2,42,SC,2.868576
2021,3,42,SC,2.822144
2021,4,42,SC,2.943141
2021,5,42,SC,3.210374
2021,6,42,SC,3.375173
2022,1,42,SC,3.153957
2022,2,42,SC,3.481008
2022,3,42,SC,3.46731
2022,4,42,SC,3.744148
2022,5,42,SC,3.879803
2022,6,42,SC,4.29764
2023,1,42,SC,3.667766
2023,2,42,SC,3.976568
2023,3,42,SC,3.97141
2023,4,42,SC,4.038309
2023,5,42,SC,4.00849
2023,6,42,SC,4.394102
2024,1,42,SC,3.894368
2024,2,42,SC,4.173573
2024,3,42,SC,4.291096
2024,4,42,SC,4.307653
2024,5,42,SC,4.5171
2024,6,42,SC,4.755344
2015,1,28,SE,0.430023
2015,2,28,SE,0.766224
2015,3,28,SE,0.678117
2015,4,28,SE,0.667225
2015,5,28,SE,0.664849
2015,6,28,SE,0.8836
2016,1,28,SE,0.605471
2016,2,28,SE,0.751734
2016,3,28,SE,0.718383
2016,4,28,SE,0.707979
2016,5,28,SE,0.755169
2016,6,28,SE,0.780069
2017,1,28,SE,0.630555
2017,2,28,SE,0.925617
2017,3,28,SE,0.770717
2017,4,28,SE,0.742687
2017,5,28,SE,0.766518
2017,6,28,SE,0.994819
2018,1,28,SE,0.728527
2018,2,28,SE,0.750622
2018,3,28,SE,0.770429
2018,4,28,SE,0.767813
2018,5,28,SE,0.85534
2018,6,28,SE,0.946867
2019,1,28,SE,0.940274
2019,2,28,SE,0.809101
2019,3,28,SE,0.85033
2019,4,28,SE,0.810778
2019,5,28,SE,0.810798
2019,6,28,SE,1.182747
2020,1,28,SE,0.837213
2020,2,28,SE,0.825235
2020,3,28,SE,0.860427
2020,4,28,SE,0.846877
2020,5,28,SE,0.900761
2020,6,28,SE,1.194302
2021,1,28,SE,0.931577
2021,2,28,SE,0.881898
2021,3,28,SE,0.892773
2021,4,28,SE,0.894379
2021,5,28,SE,0.92254
2021,6,28,SE,1.108546
2022,1,28,SE,0.902595
2022,2,28,SE,0.994993
2022,3,28,SE,1.050695
2022,4,28,SE,1.093594
2022,5,28,SE,1.193168
2022,6,28,SE,1.366027
2023,1,28,SE,1.047738
2023,2,28,SE,1.052819
2023,3,28,SE,1.111183
2023,4,28,SE,1.117036
2023,5,28,SE,1.120639
2023,6,28,SE,1.518796
2024,1,28,SE,1.196178
2024,2,28,SE,1.164137
2024,3,28,SE,1.2188
2024,4,28,SE,1.241385
2024,5,28,SE,1.320026
2024,6,28,SE,1.640314
2015,1,35,SP,11.539915
2015,2,35,SP,13.515179
2015,3,35,SP,12.551315
2015,4,35,SP,12.595059
2015,5,35,SP,13.377093
2015,6,35,SP,17.231929
2016,1,35,SP,12.341591
2016,2,35,SP,13.585545
2016,3,35,SP,13.066869
2016,4,35,SP,12.997882
2016,5,35,SP,13.051747
2016,6,35,SP,17.609627
2017,1,35,SP,13.086644
2017,2,35,SP,13.503111
2017,3,35,SP,13.27646
2017,4,35,SP,13.111186
2017,5,35,SP,13.298804
2017,6,35,SP,19.668334
2018,1,35,SP,13.129892
2018,2,35,SP,14.127844
2018,3,35,SP,13.970023
2018,4,35,SP,13.862628
2018,5,35,SP,14.246202
2018,6,35,SP,19.263811
2019,1,35,SP,14.039145
2019,2,35,SP,14.316277
2019,3,35,SP,14.827332
2019,4,35,SP,14.338481
2019,5,35,SP,14.432443
2019,6,35,SP,19.577619
2020,1,35,SP,14.618553
2020,2,35,SP,14.688765
2020,3,35,SP,14.170237
2020,4,35,SP,13.949838
2020,5,35,SP,14.536351
2020,6,35,SP,24.578475
2021,1,35,SP,12.622614
2021,2,35,SP,13.265063
2021,3,35,SP,14.766114
2021,4,35,SP,14.92036
2021,5,35,SP,15.185053
2021,6,35,SP,25.14397
2022,1,35,SP,14.17015
2022,2,35,SP,17.121079
2022,3,35,SP,18.083552
2022,4,35,SP,18.362706
2022,5,35,SP,18.049887
2022,6,35,SP,26.710611
2023,1,35,SP,16.757402
2023,2,35,SP,18.452106
2023,3,35,SP,18.920918
2023,4,35,SP,19.970393
2023,5,35,SP,20.532318
2023,6,35,SP,28.970928
2024,1,35,SP,18.556515
2024,2,35,SP,20.246551
2024,3,35,SP,21.014957
2024,4,35,SP,21.662057
2024,5,35,SP,21.453381
2024,6,35,SP,31.452021
2015,1,17,TO,0.760084
2015,2,17,TO,0.689678
2015,3,17,TO,0.660341
2015,4,17,TO,0.681482
2015,5,17,TO,0.646046
2015,6,17,TO,0.519837
2016,1,17,TO,1.060792
2016,2,17,TO,0.688491
2016,3,17,TO,0.769632
2016,4,17,TO,0.705309
2016,5,17,TO,0.524659
2016,6,17,TO,0.778212
2017,1,17,TO,0.916749
2017,2,17,TO,0.821632
2017,3,17,TO,0.845488
2017,4,17,TO,0.794111
2017,5,17,TO,0.648834
2017,6,17,TO,0.742352
2018,1,17,TO,0.869349
2018,2,17,TO,0.900321
2018,3,17,TO,1.059104
2018,4,17,TO,0.853494
2018,5,17,TO,0.752131
2018,6,17,TO,0.869076
2019,1,17,TO,0.826225
2019,2,17,TO,0.917204
2019,3,17,TO,0.993758
2019,4,17,TO,1.174069
2019,5,17,TO,0.962129
2019,6,17,TO,0.997013
2020,1,17,TO,0.999899
2020,2,17,TO,0.983082
2020,3,17,TO,0.936309
2020,4,17,TO,0.936733
2020,5,17,TO,0.936567
2020,6,17,TO,1.144241
2021,1,17,TO,0.926091
2021,2,17,TO,0.966287
2021,3,17,TO,0.979782
2021,4,17,TO,0.959778
2021,5,17,TO,0.961854
2021,6,17,TO,1.532929
2022,1,17,TO,0.985553
2022,2,17,TO,1.05121
2022,3,17,TO,1.183764
2022,4,17,TO,1.235363
2022,5,17,TO,1.22177
2022,6,17,TO,1.484794
2023,1,17,TO,1.11879
2023,2,17,TO,1.241964
2023,3,17,TO,1.385189
2023,4,17,TO,1.347134
2023,5,17,TO,1.462807
2023,6,17,TO,1.74707
2024,1,17,TO,1.275506
2024,2,17,TO,1.403494
2024,3,17,TO,1.538225
2024,4,17,TO,1.491419
2024,5,17,TO,1.545847
2024,6,17,TO,1.825384
